ac,track,species,fold,r2,rmse,mae
Baseline,Baseline_roms,Pseudo-nitzschia,24,0.42513,12058.50456,4824.16467
Baseline,Baseline_roms,Pseudo-nitzschia,25,0.53307,9447.90945,4184.48847
Baseline,Baseline_roms,Pseudo-nitzschia,26,0.49873,6698.59835,3696.59099
Baseline,Baseline_roms,Pseudo-nitzschia,27,0.51069,9254.63347,3737.98114
Baseline,Baseline_roms,Pseudo-nitzschia,28,0.51448,17731.59744,5017.23068
Baseline,Baseline_roms,Pseudo-nitzschia,29,0.50393,14886.51838,4667.62387
Baseline,Baseline_roms,Pseudo-nitzschia,30,0.49935,12280.16465,4283.62166
Baseline,Baseline_roms,Pseudo-nitzschia,31,0.46507,12662.08151,5007.38404
Baseline,Baseline_roms,Pseudo-nitzschia,32,0.49874,10531.35029,3856.4333
Baseline,Baseline_roms,Pseudo-nitzschia,33,0.39488,6763.65691,3949.62566
Baseline,Baseline_roms,Pseudo-nitzschia,34,0.46572,7802.42803,3852.83367
Baseline,Baseline_roms,Pseudo-nitzschia,35,0.47188,12655.16991,4290.71355
Baseline,Baseline_roms,Pseudo-nitzschia,36,0.56224,15720.00191,5048.59526
Baseline,Baseline_roms,Pseudo-nitzschia,37,0.4827,13934.21747,5107.82979
Baseline,Baseline_roms,Pseudo-nitzschia,38,0.45037,23897.02317,5996.49696
Baseline,Baseline_roms,Pseudo-nitzschia,39,0.39819,10386.16261,4494.65188
Baseline,Baseline_roms,Pseudo-nitzschia,40,0.50953,9203.09013,4154.76091
Baseline,Baseline_roms,Pseudo-nitzschia,41,0.44165,11987.39842,4454.39776
Baseline,Baseline_roms,Pseudo-nitzschia,42,0.46067,10668.97435,4230.10455
Baseline,Baseline_roms,Pseudo-nitzschia,43,0.49214,12612.31078,4537.91116
Baseline,Baseline_roms,Pseudo-nitzschia,44,0.38858,12403.33958,4231.41404
Baseline,Baseline_roms,Pseudo-nitzschia,45,0.50909,12863.89466,4805.94005
Baseline,Baseline_roms,Pseudo-nitzschia,46,0.52788,13785.55766,4946.31643
Baseline,Baseline_roms,Pseudo-nitzschia,47,0.49406,13195.53846,4563.93897
Baseline,Baseline_roms,Pseudo-nitzschia,48,0.47348,17960.42989,4936.50259
Baseline,Baseline_roms,Pseudo-nitzschia,49,0.45876,7388.73396,4089.6113
C2RCC,C2RCC_only,Alexandrium_catenella,0,0.29187,1199.78296,541.23855
C2RCC,C2RCC_only,Alexandrium_catenella,1,0.22882,1344.68876,553.57912
C2RCC,C2RCC_only,Alexandrium_catenella,2,0.3032,822.06932,484.00393
C2RCC,C2RCC_only,Alexandrium_catenella,3,0.25217,951.9281,541.27579
C2RCC,C2RCC_only,Alexandrium_catenella,4,0.25582,1309.12133,607.6274
C2RCC,C2RCC_only,Alexandrium_catenella,5,0.27678,1151.71345,499.19586
C2RCC,C2RCC_only,Alexandrium_catenella,6,0.2519,1291.25551,590.45996
C2RCC,C2RCC_only,Alexandrium_catenella,7,0.2531,1356.71004,629.46488
C2RCC,C2RCC_only,Alexandrium_catenella,8,0.29257,1044.53829,533.65151
C2RCC,C2RCC_only,Alexandrium_catenella,9,0.27979,1191.63641,560.67474
C2RCC,C2RCC_only,Alexandrium_catenella,10,0.29994,1214.26907,604.94443
C2RCC,C2RCC_only,Alexandrium_catenella,11,0.25209,1347.44299,546.72927
C2RCC,C2RCC_only,Alexandrium_catenella,12,0.26687,1332.43774,575.92359
C2RCC,C2RCC_only,Alexandrium_catenella,13,0.31297,1028.14481,502.30153
C2RCC,C2RCC_only,Alexandrium_catenella,14,0.24677,869.51011,511.53876
C2RCC,C2RCC_only,Alexandrium_catenella,15,0.24995,1433.53653,591.80913
C2RCC,C2RCC_only,Alexandrium_catenella,16,0.20289,2433.85466,619.3061
C2RCC,C2RCC_only,Alexandrium_catenella,17,0.27784,894.99189,478.86194
C2RCC,C2RCC_only,Alexandrium_catenella,18,0.24762,1384.21873,553.40185
C2RCC,C2RCC_only,Alexandrium_catenella,19,0.25944,2367.32683,617.52743
C2RCC,C2RCC_only,Alexandrium_catenella,20,0.26978,1394.74002,561.09366
C2RCC,C2RCC_only,Alexandrium_catenella,21,0.31921,1221.17529,555.15563
C2RCC,C2RCC_only,Alexandrium_catenella,22,0.28643,1210.15298,515.41748
C2RCC,C2RCC_only,Alexandrium_catenella,23,0.34358,879.74235,486.75574
C2RCC,C2RCC_only,Alexandrium_catenella,24,0.32415,1381.61542,617.15741
C2RCC,C2RCC_only,Alexandrium_catenella,25,0.28027,960.14249,514.21078
C2RCC,C2RCC_only,Alexandrium_catenella,26,0.27067,2276.55812,603.30773
C2RCC,C2RCC_only,Alexandrium_catenella,27,0.28592,1317.36532,606.52791
C2RCC,C2RCC_only,Alexandrium_catenella,28,0.16654,1268.51876,472.403
C2RCC,C2RCC_only,Alexandrium_catenella,29,0.28505,1744.22362,651.97314
C2RCC,C2RCC_only,Alexandrium_catenella,30,0.25616,834.93126,488.69616
C2RCC,C2RCC_only,Alexandrium_catenella,31,0.24082,1229.68875,528.08433
C2RCC,C2RCC_only,Alexandrium_catenella,32,0.31119,897.66633,518.38778
C2RCC,C2RCC_only,Alexandrium_catenella,33,0.26853,859.88965,474.5155
C2RCC,C2RCC_only,Alexandrium_catenella,34,0.29614,1057.53364,551.04068
C2RCC,C2RCC_only,Alexandrium_catenella,35,0.25966,915.31849,489.81371
C2RCC,C2RCC_only,Alexandrium_catenella,36,0.26926,1122.89272,507.60966
C2RCC,C2RCC_only,Alexandrium_catenella,37,0.26475,1374.8817,580.41463
C2RCC,C2RCC_only,Alexandrium_catenella,38,0.25848,2381.01341,649.03658
C2RCC,C2RCC_only,Alexandrium_catenella,39,0.29595,1035.09889,503.74485
C2RCC,C2RCC_only,Alexandrium_catenella,40,0.29916,2438.75081,701.79447
C2RCC,C2RCC_only,Alexandrium_catenella,41,0.26947,1223.13328,575.13954
C2RCC,C2RCC_only,Alexandrium_catenella,42,0.268,2605.95032,639.95629
C2RCC,C2RCC_only,Alexandrium_catenella,43,0.24396,1242.90373,515.27893
C2RCC,C2RCC_only,Alexandrium_catenella,44,0.24637,2446.44842,677.65698
C2RCC,C2RCC_only,Alexandrium_catenella,45,0.27027,1003.45887,481.16324
C2RCC,C2RCC_only,Alexandrium_catenella,46,0.25328,2292.61581,597.10832
C2RCC,C2RCC_only,Alexandrium_catenella,47,0.26114,1070.66179,586.91354
C2RCC,C2RCC_only,Alexandrium_catenella,48,0.29386,916.95295,486.63125
C2RCC,C2RCC_only,Alexandrium_catenella,49,0.28633,1008.80001,490.86839
C2RCC,C2RCC_roms,Alexandrium_catenella,0,0.38464,1132.4489,507.06339
C2RCC,C2RCC_roms,Alexandrium_catenella,1,0.36071,1300.61737,500.51987
C2RCC,C2RCC_roms,Alexandrium_catenella,2,0.38728,725.59239,443.9237
C2RCC,C2RCC_roms,Alexandrium_catenella,3,0.43441,845.41576,477.01658
C2RCC,C2RCC_roms,Alexandrium_catenella,4,0.39224,1231.72029,555.23153
C2RCC,C2RCC_roms,Alexandrium_catenella,5,0.42509,1027.2354,450.48201
C2RCC,C2RCC_roms,Alexandrium_catenella,6,0.35225,1259.12896,560.0584
C2RCC,C2RCC_roms,Alexandrium_catenella,7,0.37571,1239.58337,579.12148
C2RCC,C2RCC_roms,Alexandrium_catenella,8,0.43911,924.22624,473.21851
C2RCC,C2RCC_roms,Alexandrium_catenella,9,0.36139,1097.5258,531.38176
C2RCC,C2RCC_roms,Alexandrium_catenella,10,0.38668,1162.567,558.42496
C2RCC,C2RCC_roms,Alexandrium_catenella,11,0.36121,1284.99853,496.93384
C2RCC,C2RCC_roms,Alexandrium_catenella,12,0.33503,1279.51051,542.57039
C2RCC,C2RCC_roms,Alexandrium_catenella,13,0.44885,902.89002,458.38489
C2RCC,C2RCC_roms,Alexandrium_catenella,14,0.37585,821.81029,467.82236
C2RCC,C2RCC_roms,Alexandrium_catenella,15,0.39122,1345.99931,531.24172
C2RCC,C2RCC_roms,Alexandrium_catenella,16,0.2896,2418.66391,589.78148
C2RCC,C2RCC_roms,Alexandrium_catenella,17,0.40335,784.43202,434.75635
C2RCC,C2RCC_roms,Alexandrium_catenella,18,0.37842,1335.71732,502.37475
C2RCC,C2RCC_roms,Alexandrium_catenella,19,0.39398,2325.57129,560.53088
C2RCC,C2RCC_roms,Alexandrium_catenella,20,0.37892,1299.64958,524.41815
C2RCC,C2RCC_roms,Alexandrium_catenella,21,0.44474,1120.27358,510.38879
C2RCC,C2RCC_roms,Alexandrium_catenella,22,0.40129,1156.99607,478.28675
C2RCC,C2RCC_roms,Alexandrium_catenella,23,0.40455,801.78536,464.18581
C2RCC,C2RCC_roms,Alexandrium_catenella,24,0.45675,1215.5004,555.44625
C2RCC,C2RCC_roms,Alexandrium_catenella,25,0.34958,916.05586,495.17519
C2RCC,C2RCC_roms,Alexandrium_catenella,26,0.37979,2234.38659,561.0629
C2RCC,C2RCC_roms,Alexandrium_catenella,27,0.41196,1220.12812,555.24743
C2RCC,C2RCC_roms,Alexandrium_catenella,28,0.24471,1244.27594,447.51242
C2RCC,C2RCC_roms,Alexandrium_catenella,29,0.42363,1642.67909,587.87084
C2RCC,C2RCC_roms,Alexandrium_catenella,30,0.40066,722.58572,442.36273
C2RCC,C2RCC_roms,Alexandrium_catenella,31,0.33248,1202.03188,504.48782
C2RCC,C2RCC_roms,Alexandrium_catenella,32,0.39518,812.93625,477.7522
C2RCC,C2RCC_roms,Alexandrium_catenella,33,0.40074,737.47231,439.84492
C2RCC,C2RCC_roms,Alexandrium_catenella,34,0.4098,941.07606,506.67079
C2RCC,C2RCC_roms,Alexandrium_catenella,35,0.39302,799.10996,440.65619
C2RCC,C2RCC_roms,Alexandrium_catenella,36,0.38255,1040.44052,470.89334
C2RCC,C2RCC_roms,Alexandrium_catenella,37,0.4455,1253.22885,516.35652
C2RCC,C2RCC_roms,Alexandrium_catenella,38,0.39969,2331.40598,584.16633
C2RCC,C2RCC_roms,Alexandrium_catenella,39,0.35932,1000.54323,478.84607
C2RCC,C2RCC_roms,Alexandrium_catenella,40,0.42711,2407.37467,636.65595
C2RCC,C2RCC_roms,Alexandrium_catenella,41,0.40843,1128.20196,512.75265
C2RCC,C2RCC_roms,Alexandrium_catenella,42,0.35329,2596.05593,620.60621
C2RCC,C2RCC_roms,Alexandrium_catenella,43,0.39275,1126.93893,466.17169
C2RCC,C2RCC_roms,Alexandrium_catenella,44,0.35105,2403.30604,623.06924
C2RCC,C2RCC_roms,Alexandrium_catenella,45,0.37074,935.03863,430.87698
C2RCC,C2RCC_roms,Alexandrium_catenella,46,0.37439,2259.21491,560.52107
C2RCC,C2RCC_roms,Alexandrium_catenella,47,0.41509,943.28693,514.79898
C2RCC,C2RCC_roms,Alexandrium_catenella,48,0.45142,761.16041,422.82978
C2RCC,C2RCC_roms,Alexandrium_catenella,49,0.42608,945.89105,449.48329
C2RCC,C2RCC_only,Dinophysis_acuminata,0,0.39758,919.59916,481.6081
C2RCC,C2RCC_only,Dinophysis_acuminata,1,0.41151,10011.47208,803.23785
C2RCC,C2RCC_only,Dinophysis_acuminata,2,0.39775,2478.23916,573.7636
C2RCC,C2RCC_only,Dinophysis_acuminata,3,0.45327,1943.95168,550.38878
C2RCC,C2RCC_only,Dinophysis_acuminata,4,0.39229,2183.4572,572.73881
C2RCC,C2RCC_only,Dinophysis_acuminata,5,0.45906,2031.23868,606.14991
C2RCC,C2RCC_only,Dinophysis_acuminata,6,0.38459,10381.31433,924.70528
C2RCC,C2RCC_only,Dinophysis_acuminata,7,0.43749,6476.45775,791.74021
C2RCC,C2RCC_only,Dinophysis_acuminata,8,0.40734,1786.96149,567.6056
C2RCC,C2RCC_only,Dinophysis_acuminata,9,0.36998,10302.8999,957.66503
C2RCC,C2RCC_only,Dinophysis_acuminata,10,0.42008,6218.40599,744.11093
C2RCC,C2RCC_only,Dinophysis_acuminata,11,0.40059,2177.09431,559.62062
C2RCC,C2RCC_only,Dinophysis_acuminata,12,0.42909,1186.57998,519.86145
C2RCC,C2RCC_only,Dinophysis_acuminata,13,0.40806,1623.21392,556.21875
C2RCC,C2RCC_only,Dinophysis_acuminata,14,0.35913,10485.16358,968.83989
C2RCC,C2RCC_only,Dinophysis_acuminata,15,0.39674,11941.24068,1090.03515
C2RCC,C2RCC_only,Dinophysis_acuminata,16,0.43653,1491.06301,511.02084
C2RCC,C2RCC_only,Dinophysis_acuminata,17,0.39957,10097.90085,839.80472
C2RCC,C2RCC_only,Dinophysis_acuminata,18,0.4118,2319.45481,601.88859
C2RCC,C2RCC_only,Dinophysis_acuminata,19,0.39055,6227.20156,711.18961
C2RCC,C2RCC_only,Dinophysis_acuminata,20,0.43356,2505.8339,634.41463
C2RCC,C2RCC_only,Dinophysis_acuminata,21,0.4398,907.05945,444.63108
C2RCC,C2RCC_only,Dinophysis_acuminata,22,0.39826,1591.24168,520.69064
C2RCC,C2RCC_only,Dinophysis_acuminata,23,0.44114,6449.37475,752.65815
C2RCC,C2RCC_only,Dinophysis_acuminata,24,0.45293,1252.48616,518.69946
C2RCC,C2RCC_only,Dinophysis_acuminata,25,0.39192,6267.96733,744.68197
C2RCC,C2RCC_only,Dinophysis_acuminata,26,0.39758,1574.0964,558.66183
C2RCC,C2RCC_only,Dinophysis_acuminata,27,0.40612,1203.37999,523.32439
C2RCC,C2RCC_only,Dinophysis_acuminata,28,0.37862,10273.16876,872.00667
C2RCC,C2RCC_only,Dinophysis_acuminata,29,0.45132,1455.35191,513.59486
C2RCC,C2RCC_only,Dinophysis_acuminata,30,0.43865,1581.13078,547.10087
C2RCC,C2RCC_only,Dinophysis_acuminata,31,0.43257,6074.57659,712.72154
C2RCC,C2RCC_only,Dinophysis_acuminata,32,0.44435,1738.48135,502.07294
C2RCC,C2RCC_only,Dinophysis_acuminata,33,0.42758,1459.54874,545.45689
C2RCC,C2RCC_only,Dinophysis_acuminata,34,0.49566,6025.83039,689.91057
C2RCC,C2RCC_only,Dinophysis_acuminata,35,0.42987,1949.83281,583.38628
C2RCC,C2RCC_only,Dinophysis_acuminata,36,0.41834,2257.04892,558.50866
C2RCC,C2RCC_only,Dinophysis_acuminata,37,0.43262,1499.58843,540.28593
C2RCC,C2RCC_only,Dinophysis_acuminata,38,0.36852,1287.29672,510.87706
C2RCC,C2RCC_only,Dinophysis_acuminata,39,0.43939,6063.23051,713.9304
C2RCC,C2RCC_only,Dinophysis_acuminata,40,0.41435,1086.64467,469.03787
C2RCC,C2RCC_only,Dinophysis_acuminata,41,0.37748,10093.98734,834.20334
C2RCC,C2RCC_only,Dinophysis_acuminata,42,0.4107,9996.44934,829.13743
C2RCC,C2RCC_only,Dinophysis_acuminata,43,0.40937,1060.02967,463.87377
C2RCC,C2RCC_only,Dinophysis_acuminata,44,0.41454,1482.19886,555.401
C2RCC,C2RCC_only,Dinophysis_acuminata,45,0.43264,964.71102,490.76015
C2RCC,C2RCC_only,Dinophysis_acuminata,46,0.39794,1381.28839,553.63927
C2RCC,C2RCC_only,Dinophysis_acuminata,47,0.40449,6578.40784,776.26758
C2RCC,C2RCC_only,Dinophysis_acuminata,48,0.4096,2395.54422,601.50952
C2RCC,C2RCC_only,Dinophysis_acuminata,49,0.38374,1628.51887,480.21247
C2RCC,C2RCC_roms,Dinophysis_acuminata,0,0.49077,823.22528,449.63423
C2RCC,C2RCC_roms,Dinophysis_acuminata,1,0.49359,10005.87701,769.70388
C2RCC,C2RCC_roms,Dinophysis_acuminata,2,0.44827,2433.12875,549.22367
C2RCC,C2RCC_roms,Dinophysis_acuminata,3,0.50323,1945.44306,537.80175
C2RCC,C2RCC_roms,Dinophysis_acuminata,4,0.49011,2140.80738,534.0236
C2RCC,C2RCC_roms,Dinophysis_acuminata,5,0.54561,1935.24813,568.90355
C2RCC,C2RCC_roms,Dinophysis_acuminata,6,0.46177,10374.70561,902.69432
C2RCC,C2RCC_roms,Dinophysis_acuminata,7,0.52587,6417.75523,753.39474
C2RCC,C2RCC_roms,Dinophysis_acuminata,8,0.49583,1690.82206,535.94438
C2RCC,C2RCC_roms,Dinophysis_acuminata,9,0.46041,10286.02865,922.1577
C2RCC,C2RCC_roms,Dinophysis_acuminata,10,0.54417,6146.99748,689.64197
C2RCC,C2RCC_roms,Dinophysis_acuminata,11,0.48919,2143.40094,525.75468
C2RCC,C2RCC_roms,Dinophysis_acuminata,12,0.51813,1074.26219,477.59078
C2RCC,C2RCC_roms,Dinophysis_acuminata,13,0.5032,1423.14349,519.52121
C2RCC,C2RCC_roms,Dinophysis_acuminata,14,0.4413,10473.68026,940.5005
C2RCC,C2RCC_roms,Dinophysis_acuminata,15,0.47963,11885.46686,1055.74363
C2RCC,C2RCC_roms,Dinophysis_acuminata,16,0.52814,1365.08958,475.22576
C2RCC,C2RCC_roms,Dinophysis_acuminata,17,0.45619,10096.58683,827.04952
C2RCC,C2RCC_roms,Dinophysis_acuminata,18,0.51805,2174.02128,547.86319
C2RCC,C2RCC_roms,Dinophysis_acuminata,19,0.47951,6186.56918,677.07886
C2RCC,C2RCC_roms,Dinophysis_acuminata,20,0.52878,2441.94354,597.72988
C2RCC,C2RCC_roms,Dinophysis_acuminata,21,0.49894,889.285,432.6915
C2RCC,C2RCC_roms,Dinophysis_acuminata,22,0.51537,1401.98796,464.62679
C2RCC,C2RCC_roms,Dinophysis_acuminata,23,0.50558,6385.33146,742.09628
C2RCC,C2RCC_roms,Dinophysis_acuminata,24,0.5254,1107.60624,490.59233
C2RCC,C2RCC_roms,Dinophysis_acuminata,25,0.51695,6201.92453,699.02008
C2RCC,C2RCC_roms,Dinophysis_acuminata,26,0.50393,1509.67442,519.48866
C2RCC,C2RCC_roms,Dinophysis_acuminata,27,0.53185,1028.01537,470.15455
C2RCC,C2RCC_roms,Dinophysis_acuminata,28,0.4313,10274.55852,861.16095
C2RCC,C2RCC_roms,Dinophysis_acuminata,29,0.5103,1401.6125,489.56334
C2RCC,C2RCC_roms,Dinophysis_acuminata,30,0.49711,1436.33383,523.02414
C2RCC,C2RCC_roms,Dinophysis_acuminata,31,0.52522,5978.61485,689.7124
C2RCC,C2RCC_roms,Dinophysis_acuminata,32,0.51505,1666.35862,488.74859
C2RCC,C2RCC_roms,Dinophysis_acuminata,33,0.51964,1300.46036,507.01181
C2RCC,C2RCC_roms,Dinophysis_acuminata,34,0.54703,5984.00777,663.47236
C2RCC,C2RCC_roms,Dinophysis_acuminata,35,0.50415,1875.65812,561.91785
C2RCC,C2RCC_roms,Dinophysis_acuminata,36,0.50057,2180.64535,530.69149
C2RCC,C2RCC_roms,Dinophysis_acuminata,37,0.49548,1394.12769,521.28218
C2RCC,C2RCC_roms,Dinophysis_acuminata,38,0.49259,1226.87513,462.31553
C2RCC,C2RCC_roms,Dinophysis_acuminata,39,0.48387,5981.42526,700.15925
C2RCC,C2RCC_roms,Dinophysis_acuminata,40,0.50476,964.5687,427.85294
C2RCC,C2RCC_roms,Dinophysis_acuminata,41,0.45061,10090.03614,809.12646
C2RCC,C2RCC_roms,Dinophysis_acuminata,42,0.44798,10000.00066,815.34717
C2RCC,C2RCC_roms,Dinophysis_acuminata,43,0.49094,1000.78202,440.24028
C2RCC,C2RCC_roms,Dinophysis_acuminata,44,0.48256,1334.99923,531.83352
C2RCC,C2RCC_roms,Dinophysis_acuminata,45,0.49872,968.74972,468.05823
C2RCC,C2RCC_roms,Dinophysis_acuminata,46,0.50979,1249.0995,508.92935
C2RCC,C2RCC_roms,Dinophysis_acuminata,47,0.47841,6520.36962,760.03666
C2RCC,C2RCC_roms,Dinophysis_acuminata,48,0.5067,2286.74458,571.07796
C2RCC,C2RCC_roms,Dinophysis_acuminata,49,0.47637,1499.3797,449.52212
C2RCC,C2RCC_only,Dinophysis_norvegica,0,0.16924,204.72073,124.7747
C2RCC,C2RCC_only,Dinophysis_norvegica,1,0.27417,225.52642,135.55568
C2RCC,C2RCC_only,Dinophysis_norvegica,2,0.20517,202.0262,121.536
C2RCC,C2RCC_only,Dinophysis_norvegica,3,0.24598,214.54202,133.96571
C2RCC,C2RCC_only,Dinophysis_norvegica,4,0.30135,183.48936,120.44908
C2RCC,C2RCC_only,Dinophysis_norvegica,5,0.21477,222.9776,139.03488
C2RCC,C2RCC_only,Dinophysis_norvegica,6,0.26872,233.168,142.39842
C2RCC,C2RCC_only,Dinophysis_norvegica,7,0.19473,218.71776,134.87481
C2RCC,C2RCC_only,Dinophysis_norvegica,8,0.22756,205.87184,130.49756
C2RCC,C2RCC_only,Dinophysis_norvegica,9,0.33957,180.14386,118.46132
C2RCC,C2RCC_only,Dinophysis_norvegica,10,0.17177,164.14673,116.25077
C2RCC,C2RCC_only,Dinophysis_norvegica,11,0.27366,191.98452,128.91826
C2RCC,C2RCC_only,Dinophysis_norvegica,12,0.30264,189.23409,125.77187
C2RCC,C2RCC_only,Dinophysis_norvegica,13,0.22248,249.21363,151.99667
C2RCC,C2RCC_only,Dinophysis_norvegica,14,0.26207,200.6828,132.61986
C2RCC,C2RCC_only,Dinophysis_norvegica,15,0.18293,235.8785,143.05402
C2RCC,C2RCC_only,Dinophysis_norvegica,16,0.27098,204.34625,131.44116
C2RCC,C2RCC_only,Dinophysis_norvegica,17,0.19243,220.72833,145.15362
C2RCC,C2RCC_only,Dinophysis_norvegica,18,0.21167,207.84555,130.94211
C2RCC,C2RCC_only,Dinophysis_norvegica,19,0.33113,204.43834,132.12009
C2RCC,C2RCC_only,Dinophysis_norvegica,20,0.30663,191.54243,125.37553
C2RCC,C2RCC_only,Dinophysis_norvegica,21,0.23421,214.40673,135.63907
C2RCC,C2RCC_only,Dinophysis_norvegica,22,0.1999,203.32772,134.67704
C2RCC,C2RCC_only,Dinophysis_norvegica,23,0.24785,231.39695,139.157
C2RCC,C2RCC_only,Dinophysis_norvegica,24,0.24324,249.98051,147.0958
C2RCC,C2RCC_only,Dinophysis_norvegica,25,0.14374,187.15867,122.6024
C2RCC,C2RCC_only,Dinophysis_norvegica,26,0.19996,181.88369,121.24061
C2RCC,C2RCC_only,Dinophysis_norvegica,27,0.16065,217.16523,136.51091
C2RCC,C2RCC_only,Dinophysis_norvegica,28,0.2495,166.9348,114.44756
C2RCC,C2RCC_only,Dinophysis_norvegica,29,0.24009,263.88127,157.22238
C2RCC,C2RCC_only,Dinophysis_norvegica,30,0.21362,214.20888,134.33909
C2RCC,C2RCC_only,Dinophysis_norvegica,31,0.2672,250.8754,150.53003
C2RCC,C2RCC_only,Dinophysis_norvegica,32,0.26441,224.78742,136.4124
C2RCC,C2RCC_only,Dinophysis_norvegica,33,0.20913,203.56486,133.54133
C2RCC,C2RCC_only,Dinophysis_norvegica,34,0.31737,174.61512,121.69119
C2RCC,C2RCC_only,Dinophysis_norvegica,35,0.24196,229.4036,143.89655
C2RCC,C2RCC_only,Dinophysis_norvegica,36,0.24595,210.46009,126.80499
C2RCC,C2RCC_only,Dinophysis_norvegica,37,0.27777,226.01604,134.66339
C2RCC,C2RCC_only,Dinophysis_norvegica,38,0.24662,197.6485,124.6498
C2RCC,C2RCC_only,Dinophysis_norvegica,39,0.33097,212.1961,128.17989
C2RCC,C2RCC_only,Dinophysis_norvegica,40,0.15768,179.48417,121.39072
C2RCC,C2RCC_only,Dinophysis_norvegica,41,0.21527,241.42378,144.28449
C2RCC,C2RCC_only,Dinophysis_norvegica,42,0.22458,174.08523,118.15692
C2RCC,C2RCC_only,Dinophysis_norvegica,43,0.17101,190.38272,129.86948
C2RCC,C2RCC_only,Dinophysis_norvegica,44,0.26992,203.7483,121.97119
C2RCC,C2RCC_only,Dinophysis_norvegica,45,0.25201,204.13493,128.33912
C2RCC,C2RCC_only,Dinophysis_norvegica,46,0.28503,186.21932,127.41472
C2RCC,C2RCC_only,Dinophysis_norvegica,47,0.22666,186.99882,121.03052
C2RCC,C2RCC_only,Dinophysis_norvegica,48,0.31457,199.04004,125.85246
C2RCC,C2RCC_only,Dinophysis_norvegica,49,0.23369,196.27892,133.9166
C2RCC,C2RCC_roms,Dinophysis_norvegica,0,0.27496,195.94042,117.2167
C2RCC,C2RCC_roms,Dinophysis_norvegica,1,0.36906,214.0716,133.09684
C2RCC,C2RCC_roms,Dinophysis_norvegica,2,0.32127,189.35529,114.95425
C2RCC,C2RCC_roms,Dinophysis_norvegica,3,0.31352,205.4624,130.25116
C2RCC,C2RCC_roms,Dinophysis_norvegica,4,0.35433,180.44771,118.9233
C2RCC,C2RCC_roms,Dinophysis_norvegica,5,0.29166,215.23654,133.86204
C2RCC,C2RCC_roms,Dinophysis_norvegica,6,0.3511,225.44763,136.21035
C2RCC,C2RCC_roms,Dinophysis_norvegica,7,0.28191,209.25055,129.71486
C2RCC,C2RCC_roms,Dinophysis_norvegica,8,0.32383,196.59502,123.80475
C2RCC,C2RCC_roms,Dinophysis_norvegica,9,0.3858,179.47049,119.54487
C2RCC,C2RCC_roms,Dinophysis_norvegica,10,0.25576,155.98859,111.57912
C2RCC,C2RCC_roms,Dinophysis_norvegica,11,0.3243,185.7773,126.54673
C2RCC,C2RCC_roms,Dinophysis_norvegica,12,0.40814,178.43779,121.69632
C2RCC,C2RCC_roms,Dinophysis_norvegica,13,0.32706,239.71339,142.79974
C2RCC,C2RCC_roms,Dinophysis_norvegica,14,0.28329,203.24457,131.99514
C2RCC,C2RCC_roms,Dinophysis_norvegica,15,0.27543,228.46963,136.35918
C2RCC,C2RCC_roms,Dinophysis_norvegica,16,0.3986,187.76753,123.14518
C2RCC,C2RCC_roms,Dinophysis_norvegica,17,0.31197,203.52244,133.77426
C2RCC,C2RCC_roms,Dinophysis_norvegica,18,0.30938,198.48721,125.35195
C2RCC,C2RCC_roms,Dinophysis_norvegica,19,0.40024,201.25782,126.83958
C2RCC,C2RCC_roms,Dinophysis_norvegica,20,0.35388,193.95916,127.30257
C2RCC,C2RCC_roms,Dinophysis_norvegica,21,0.31783,206.94785,128.76609
C2RCC,C2RCC_roms,Dinophysis_norvegica,22,0.27567,195.58572,128.37819
C2RCC,C2RCC_roms,Dinophysis_norvegica,23,0.31701,234.34874,136.58861
C2RCC,C2RCC_roms,Dinophysis_norvegica,24,0.31112,252.33572,142.93304
C2RCC,C2RCC_roms,Dinophysis_norvegica,25,0.19049,181.73991,122.355
C2RCC,C2RCC_roms,Dinophysis_norvegica,26,0.27949,169.08862,116.42562
C2RCC,C2RCC_roms,Dinophysis_norvegica,27,0.28994,200.79744,128.37384
C2RCC,C2RCC_roms,Dinophysis_norvegica,28,0.33939,157.00502,109.47061
C2RCC,C2RCC_roms,Dinophysis_norvegica,29,0.28286,263.94927,154.66934
C2RCC,C2RCC_roms,Dinophysis_norvegica,30,0.26246,213.72587,131.77158
C2RCC,C2RCC_roms,Dinophysis_norvegica,31,0.34229,244.98015,148.43929
C2RCC,C2RCC_roms,Dinophysis_norvegica,32,0.3069,223.80559,130.99064
C2RCC,C2RCC_roms,Dinophysis_norvegica,33,0.34474,185.59777,122.08814
C2RCC,C2RCC_roms,Dinophysis_norvegica,34,0.40067,167.30523,117.93633
C2RCC,C2RCC_roms,Dinophysis_norvegica,35,0.29809,223.20972,140.63758
C2RCC,C2RCC_roms,Dinophysis_norvegica,36,0.29803,201.67886,123.2796
C2RCC,C2RCC_roms,Dinophysis_norvegica,37,0.34405,217.04872,125.56934
C2RCC,C2RCC_roms,Dinophysis_norvegica,38,0.3424,190.19386,117.24668
C2RCC,C2RCC_roms,Dinophysis_norvegica,39,0.39435,208.25283,127.88592
C2RCC,C2RCC_roms,Dinophysis_norvegica,40,0.28562,165.2793,112.93399
C2RCC,C2RCC_roms,Dinophysis_norvegica,41,0.32811,226.28735,135.04269
C2RCC,C2RCC_roms,Dinophysis_norvegica,42,0.34933,162.33782,110.52932
